Name,year,age,event,category1,category2,Occupation,Career/Personal Life
Pope Benedict XVI,1951,24,"Pope Benedict XVI began as assistant pastor (curate) at the parish St. Martin, Moosach, in Munich in 1951.",Pre-papal career: 1951â2005,Academic career: 1951â1977,Politics,Personal Life
Pope Benedict XVI,1959,32,"Pope Benedict XVI became a professor at the University of Bonn in 1959, with Pope Benedict XVI's inaugural lecture on ""The God of Faith and the God of Philosophy"".",Pre-papal career: 1951â2005,Academic career: 1951â1977,Politics,Personal Life
Pope Benedict XVI,1962,35,"Pope Benedict XVI was viewed during the time of the Second Vatican Council (1962â1965) as a reformer, cooperating with theologians like Hans KÃ¼ng and Edward Schillebeeckx.",Pre-papal career: 1951â2005,Academic career: 1951â1977,Politics,Personal Life
Pope Benedict XVI,1966,39,"In 1966, Pope Benedict XVI was appointed to a chair in dogmatic theology at the University of TÃ¼bingen, where he was a colleague of Hans KÃ¼ng.",Pre-papal career: 1951â2005,Academic career: 1951â1977,Politics,Personal Life
Pope Benedict XVI,1976,49,"In 1976, Pope Benedict XVI suggested that the Augsburg Confession might be recognised as a Catholic statement of faith.",Pre-papal career: 1951â2005,Academic career: 1951â1977,Politics,Personal Life
Pope Benedict XVI,1976,49,Pope Benedict XVI served as vice-president of the University of Regensburg from 1976 to 1977.,Pre-papal career: 1951â2005,Academic career: 1951â1977,Politics,Personal Life
Pope Benedict XVI,1976,49,"On 26 May 1976, Pope Benedict XVI was appointed a Prelate of Honour of His Holiness.",Pre-papal career: 1951â2005,Academic career: 1951â1977,Politics,Personal Life
Pope Benedict XVI,1977,50,"On 24 March 1977, Pope Benedict XVI was appointed Archbishop of Munich and Freising, and was ordained a bishop on 28 May.",Pre-papal career: 1951â2005,Archbishop of Munich and Freising: 1977â1982,Politics,Personal Life
Pope Benedict XVI,1977,50,"In the consistory of 27 June 1977, Pope Benedict XVI was named Cardinal Priest of Santa Maria Consolatrice al Tiburtino by Pope PaulÂ VI.",Pre-papal career: 1951â2005,Archbishop of Munich and Freising: 1977â1982,Politics,Personal Life
Pope Benedict XVI,1982,55,"Consequently, Pope Benedict XVI resigned from Pope Benedict XVI's post in Munich in early 1982.",Pre-papal career: 1951â2005,Prefect of the Congregation for the Doctrine of the Faith: 1981â2005,Politics,Personal Life
Pope Benedict XVI,1993,66,Pope Benedict XVI was promoted within the College of Cardinals to become Cardinal Bishop of Velletri-Segni in 1993 and was made the College of Cardinals's vice-dean in 1998 and dean in 2002.,Pre-papal career: 1951â2005,Prefect of the Congregation for the Doctrine of the Faith: 1981â2005,Politics,Personal Life
Pope Benedict XVI,1997,70,"In 1997, when Pope Benedict XVI turned 70, Pope Benedict XVI asked Pope John PaulÂ II for permission to leave the Sacred Congregation for the Doctrine of the Faith, formerly known as the ""Sacred Congregation of the Holy Office"", the historical Roman Inquisition and to become an archivist in the Vatican Secret Archives and a librarian in the Vatican Library, but Pope John PaulÂ II refused Pope Benedict XVI's assent.Pope Benedict XVI engaged in a dialogue with critical theorist JÃ¼rgen Habermas in 2004, published three years later by Ignatius Press.[non-primary source needed]",Pre-papal career: 1951â2005,Prefect of the Congregation for the Doctrine of the Faith: 1981â2005,Politics,Personal Life
Pope Benedict XVI,2005,78,"In April 2005, before Pope Benedict XVI's election as pope, Pope Benedict XVI was identified as one of the 100 most influential people in the world by Time.",Papacy: 2005â2013,Election to the papacy,Politics,Career
Pope Benedict XVI,2005,78,"On 19 April 2005, Pope Benedict XVI was elected on the second day after four ballots.",Papacy: 2005â2013,Election to the papacy,Politics,Career
Pope Benedict XVI,2010,83,"On 19 September 2010, during Pope Benedict XVI's visit to the United Kingdom, Pope Benedict XVI personally proclaimed the beatification of John Henry Newman.",Papacy: 2005â2013,Tone of papacy,Politics,Career
Pope Benedict XVI,2005,78,"""Continuing what Pope Benedict XVI said in the pre-conclave Mass about what Pope Benedict XVI often referred to as the ""central problem of our faith today"", on 6 June 2005, Pope Benedict XVI also said:today, a particularly insidious obstacle to the task of education is the massive presence in our society and culture of that relativism which, recognising nothing as definitive, leaves as the ultimate criterion only the self with its desires.",Papacy: 2005â2013,Teachings,Politics,Career
Pope Benedict XVI,2000,73,"a document approved by BenedictÂ XVI has been seen as restating ""key sections of a 2000 text Pope Benedict XVI wrote when Pope Benedict XVI was prefect of the Congregation for the Doctrine of the Faith, Dominus Iesus.Pope Benedict XVI condemned excessive consumerism, especially among youth.",Papacy: 2005â2013,Teachings,Politics,Career
Pope Benedict XVI,2009,82,"On Thursday, 24 December 2009, while Pope Benedict XVI was proceeding to the altar to celebrate Christmas Eve Mass at St. Peter's Basilica, a woman later identified as 25-year-old Susanna Maiolo, who holds Italian and Swiss citizenship, jumped the barrier and grabbed Pope Benedict XVI by Pope Benedict XVI's vestments and pulled Pope Benedict XVI to the ground.",Papacy: 2005â2013,Apostolic ministry,Politics,Career
Pope Benedict XVI,2005,78,"Prior to his election as pope in 2005, Pope Benedict XVI had hoped to retireÂ â on account of age-related health problems, a long-held desire to have free time to write, and the retirement age for bishops (75)Â â and submitted Pope Benedict XVI's resignation as Prefect of the Congregation for the Doctrine of the Faith three times, but continued at Pope Benedict XVI's post in obedience to the wishes of John PaulÂ II.",Papacy: 2005â2013,Health,Politics,Career
Pope Benedict XVI,2009,82,"On 17 July 2009, Pope Benedict XVI was hospitalized after falling and breaking Pope Benedict XVI's right wrist while on vacation in the Alps; Pope Benedict XVI's injuries were reported to be minor.",Papacy: 2005â2013,Health,Politics,Career
Pope Benedict XVI,2005,78,"Following the announcement of Pope Benedict XVI's resignation, the Vatican revealed that Pope Benedict XVI had been fitted with a pacemaker while Pope Benedict XVI was still a cardinal, before his election as pope in 2005.",Papacy: 2005â2013,Health,Politics,Career
Pope Benedict XVI,2013,86,"Pope Benedict XVI was succeeded by Cardinal Jorge Mario Bergoglio, who took the papal name of Francis on 13 March 2013.On the eve of the first anniversary of Pope Benedict XVI's Pope Benedict XVI wrote to La Stampa to deny speculation Pope Benedict XVI had been forced to step down.",Papacy: 2005â2013,Resignation,Politics,Career
Pope Benedict XVI,2013,86,"Pope Benedict XVI stayed there until refurbishment was completed on Pope Benedict XVI's retirement home, the Mater Ecclesiae Monastery in the Vatican Gardens near St. Peter's, former home of twelve nuns, where Pope Benedict XVI moved on 2 May 2013.After Pope Benedict XVI's , Pope Benedict XVI retained Pope Benedict XVI's papal name rather than reverting to Pope Benedict XVI's birth name.",Pope emeritus: 2013â2022,,Politics,Career
Pope Benedict XVI,2015,88,"The library section dedicated to his life and thought includes books by or about Pope Benedict XVI and Pope Benedict XVI's studies, many donated by Pope Benedict XVI.Pope Benedict XVI, in August 2015, submitted a handwritten card to act as a testimony to the cause of canonization of Pope John PaulÂ I.In March 2016, Pope Benedict XVI gave an interview expressing Pope Benedict XVI's views on mercy and endorsing Pope Francis's stress on mercy in Pope Francis's pastoral practice.",Pope emeritus: 2013â2022,,Politics,Career
Pope Benedict XVI,2016,89,"Also March 2016, a Vatican spokesman stated that Pope Benedict XVI was ""slowly, serenely fading"" in Pope Benedict XVI's physical health, although Pope Benedict XVI's mental capacity remained ""perfectly lucid"".[0",Pope emeritus: 2013â2022,,Politics,Career
Pope Benedict XVI,2023,96,"Pope Benedict XVI's took place on 5 January 2023 in St. Peter's's Square at 9:30Â am, presided over by Pope Francis and celebrated by Cardinal Giovanni Battista Re.",Death and funeral,Funeral,Politics,Career
Pope Benedict XVI,1983,56,"Moreover, according to the 1983 Code of Canon Law, Pope Benedict XVI was also bishop emeritus of Rome, retaining the sacred character received at Pope Benedict XVI's ordination as a bishop and receiving the title of emeritus of Pope Benedict XVI's diocese; although Pope Benedict XVI did not use this style.",Titles and styles,,Politics,Career
Pope Benedict XVI,2009,82,Pope Benedict XVI met with Vietnamese president Nguyá»n Minh Triáº¿t on 11 December 2009.,Positions on morality and politics,International relations,Politics,Career
Anne Frank,1934,5,"In 1934, when Anne Frank was four and a half, her family moved to Amsterdamthe Netherlands, after Adolf Hitler and the Nazi Party gained control over Germany.",summary,,Fine Arts,Career
Anne Frank,1941,12,Anne Frank lost Anne Frank's German citizenship in 1941 and became stateless.,summary,,Fine Arts,Career
Anne Frank,1929,0,"Anne Frank was born Annelies or Anneliese Marie Frank on 12 June 1929 at the Maingau Red Cross Clinic in Frankfurt, Germany, to Edith (nÃ©eÂ HollÃ¤nder) and Otto Heinrich Frank.",Early life,,Fine Arts,Career
Anne Frank,1934,5,"Anne Frank is seen at 0:09 watching from Edith (nÃ©eÂ HollÃ¤nder) and Otto Heinrich Frank's apartment at Merwedeplein 37 in Amsterdam, where Edith (nÃ©eÂ HollÃ¤nder) and Otto Heinrich Frank lived from 1934 to 1942",Early life,,Fine Arts,Career
Anne Frank,1942,13,"For Anne Frank's thirteenth birthday on 12 June 1942, Anne Frank received an autograph book, bound with red-and-white checkered cloth and with a small lock on the front.",Period chronicled in Anne's diary,Before going into hiding,Fine Arts,Personal Life
Anne Frank,1944,15,"] aspired to become a journalist, writing in her diary on Wednesday, 5 April 1944: Anne Frank finally realized that Anne Frank must do Anne Frank's schoolwork to keep from being ignorant, to get on in life, to become a journalist, because become's what Anne Frank want!",Period chronicled in Anne's diary,The young diarist,Fine Arts,Personal Life
Anne Frank,1945,16,Anne Frank died at the Bergen-Belsen concentration camp in February or March 1945.,Death,,Fine Arts,Career
Recep Tayyip Erdogan,2003,49,Recep Tayyip Erdogan previously served as prime minister of Turkey from 2003 to 2014 and as mayor of Istanbul from 1994 to 1998.,summary,,,Career
Recep Tayyip Erdogan,1994,40,"Following the 1994 local elections, Recep Tayyip Erdogan was elected mayor of Istanbul, where Recep Tayyip Erdogan implemented a series of reforms that modernized Istanbul's infrastructure and economy.",summary,,,Career
Recep Tayyip Erdogan,1999,45,"Recep Tayyip Erdogan was released from prison in 1999 and subsequently abandoned openly Islamist politics, breaking with veteran Islamist politician Necmettin Erbakan to form the Justice and Development Party (AKP).[0",summary,,,Career
Recep Tayyip Erdogan,2003,49,"After Recep Tayyip Erdogan's was lifted by prime minister Abdullah GÃ¼l, Recep Tayyip Erdogan became prime minister after winning a by-election in Siirt in 2003.",summary,,,Career
Recep Tayyip Erdogan,2007,53,Recep Tayyip Erdogan led the Justice and Development Party (AKP) to two more election victories in 2007 and 2011.,summary,,,Career
Recep Tayyip Erdogan,2013,59,"Recep Tayyip Erdogan has been criticized for Recep Tayyip Erdogan's handling of several issues, including the 2013 Gezi Park protests, the 2016 failed coup attempt, Recep Tayyip Erdogan's economic policies and the ongoing conflict in Syria, which is believed to have contributed to the bad results of the 2019 local elections, in which the Justice and Development Party (AKP) lost power in large cities to opposition parties for the first time in 15 years.",summary,,,Personal Life
Recep Tayyip Erdogan,2017,63,"Recep Tayyip Erdogan supported the 2017 referendum, changing Turkey's parliamentary system into a presidential system, introducing term limit for the head of government (two full five-year terms), and greatly expanding executive powers.",summary,,,Career
Recep Tayyip Erdogan,2022,68,"Recep Tayyip Erdogan responded to the 2022 Russian invasion of Ukraine by closing the Bosphorus to Russian naval reinforcements, brokering a deal between Russia and Ukraine regarding export of grain, and mediating a prisoner exchange.",summary,,,Personal Life
Recep Tayyip Erdogan,1954,0,Recep Tayyip Erdogan was born on 26 February 1954 in a poor conservative Muslim family.,Early life and education,,,Career
Recep Tayyip Erdogan,2003,49,"Although Recep Tayyip Erdogan was reported to have said in 2003 that Recep Tayyip Erdogan was of Georgian origin and that Recep Tayyip Erdogan's origins were in Batumi, Recep Tayyip Erdogan later denied this.",Early life and education,,,Career
Recep Tayyip Erdogan,1965,11,"Recep Tayyip Erdogan graduated from KasÄ±mpaÅa Piyale primary school in 1965, and Ä°mam Hatip school, a religious vocational high school, in 1973.",Early life and education,Education,,Career
Recep Tayyip Erdogan,1984,30,"Recep Tayyip Erdogan became the Islamist Welfare Party's BeyoÄlu district chair in 1984, and in 1985 Recep Tayyip Erdogan became the chair of the Istanbul city branch.",Early political career,,,Career
Recep Tayyip Erdogan,1991,37,"Recep Tayyip Erdogan was elected to parliament in 1991, but Recep Tayyip Erdogan was barred from taking Recep Tayyip Erdogan's seat due to",Early political career,,,Career
Recep Tayyip Erdogan,1994,40,"Recep Tayyip Erdogan won the local elections of 1994 with 25.19% of the popular vote, making it the first time a mayor of Istanbul got elected from a mayor of Istanbul's political party.[0",Early political career,Mayor of Istanbul (1994â1998),,Career
Recep Tayyip Erdogan,2003,49,Recep Tayyip Erdogan became prime minister in March 2003 after the Abdullah GÃ¼l government ended Recep Tayyip Erdogan's political ban.,Early political career,Justice and Development Party,,Career
Recep Tayyip Erdogan,2008,54,"The AKP escaped a ban on 30 July 2008, a year after winning 46.7% of the vote in national elections, although judges did cut The AKP's public funding by 50%.In the June 2011 elections, Recep Tayyip Erdogan's won 327 seats (49.83% of the national vote) making Recep Tayyip Erdogan the only prime minister in the Turkish state's history to win three consecutive general elections, each time receiving more votes than the previous election.",Premiership,General elections,,Career
Recep Tayyip Erdogan,2011,57,"On 23 November 2011, during a televised meeting of Recep Tayyip Erdogan's party in Ankara, Recep Tayyip Erdogan apologized on behalf of Turkey for the Dersim massacre, where many Alevis and Zazas were killed.",Premiership,Domestic policy,,Personal Life
Recep Tayyip Erdogan,2007,53,"In May 2007, the head of Turkey's High Court asked prosecutors to consider whether Recep Tayyip Erdogan should be charged over critical comments regarding the election of Abdullah GÃ¼l as president.",Premiership,Domestic policy,,Career
Recep Tayyip Erdogan,2004,50,"Recep Tayyip Erdogan was named ""The European of the Year 2004"" by the newspaper European Voice for the reforms in Recep Tayyip Erdogan's in order to accomplish the accession of Turkey to the European Union.",Premiership,Foreign policy,,Career
Recep Tayyip Erdogan,2010,56,"Recep Tayyip Erdogan strongly condemned the Gaza flotilla raid in May 2010, describing the Gaza flotilla raid in May 2010 as ""state terrorism"", and demanded an Israeli apology.",Premiership,Foreign policy,,Personal Life
Recep Tayyip Erdogan,2013,59,"Faced by The 2013 Gezi Park protests, Recep Tayyip Erdogan made this controversial remark in a televised speech: ""the police's were there yesterday, the police's are there today, and the police's will be there tomorrow"".",Premiership,Protests,,Personal Life
Recep Tayyip Erdogan,2014,60,"On 1 July 2014, Recep Tayyip Erdogan was named the AKP's's presidential candidate in the Turkish presidential election.",Presidency,Presidential elections,,Career
Recep Tayyip Erdogan,2023,69,"For the presidential election 2023 Recep Tayyip Erdogan's candidacy is in dispute as Recep Tayyip Erdogan has launched Recep Tayyip Erdogan's campaign in June 2022, but the opposition contends a third presidential term would violate the constitution.",Presidency,Presidential elections,,Career
Recep Tayyip Erdogan,2017,63,"In January 2017, Recep Tayyip Erdogan said that the withdrawal of Turkish troops from Northern Cyprus is ""out of the question"" and Turkey will be in Cyprus ""forever"".",Presidency,Foreign policy,,Personal Life
Recep Tayyip Erdogan,2022,68,"In May 2022, Recep Tayyip Erdogan voiced Recep Tayyip Erdogan's opposition to Finland and Sweden joining NATO, accusing Finland and Sweden of tolerating groups which Turkey classifies as terrorist organizations, including the Kurdish militant groups PKK, PYD and YPG and the supporters of Fethullah GÃ¼len.",Presidency,Foreign policy,,Personal Life
Recep Tayyip Erdogan,2022,68,Recep Tayyip Erdogan reiterated Recep Tayyip Erdogan's stance on Crimea in 2022 saying that international law requires that Syria must return Crimea to Ukraine.,Presidency,Foreign policy,,Personal Life
Recep Tayyip Erdogan,2002,48,Recep Tayyip Erdogan has served as the de facto leader of Turkey since 2002.,Ideology and public image,Authoritarianism,,Personal Life
Recep Tayyip Erdogan,2014,60,"Recep Tayyip Erdogan was criticized for not responding to the accusations of media intimidation, and caused international outrage after telling a female journalist (Amberin Zaman of The Economist) to know a female journalist (Amberin Zaman of The Economist)'s place and calling a female journalist (Amberin Zaman of The Economist) a 'shameless militant' during his 2014 presidential election campaign.",Ideology and public image,Authoritarianism,,Personal Life
Recep Tayyip Erdogan,2016,62,"In 2016, a waiter was arrested for insulting Recep Tayyip Erdogan by allegedly saying ""If Recep Tayyip Erdogan comes here, a waiter will not even serve tea to Recep Tayyip Erdogan."".",Ideology and public image,Authoritarianism,,Personal Life
Recep Tayyip Erdogan,2011,57,"When visiting Kars in 2011, Recep Tayyip Erdogan deemed the Statue of Humanity in Kars a ""freak"", and months later the Statue of Humanity in Kars was demolished.",Ideology and public image,Authoritarianism,,Personal Life
Recep Tayyip Erdogan,2023,69,"Starting from 2023, Recep Tayyip Erdogan began openly speaking against LGBT people, openly saying that Recep Tayyip Erdogan's Coalition ""are against LGBT"", and accusing the Turkish opposition of being LGBT.In 2023, Recep Tayyip Erdogan blamed LGBTQ+ people for ""undermining family values"" in Turkey and called Recep Tayyip Erdogan's political opponents ""gays"" in a derogatory manner.",Ideology and public image,Views on minorities,,Personal Life
T.E. Lawrence,1918,30,"T.E. Lawrence worked closely with Emir Faisal, a leader of the revolt, and T.E. Lawrence participated, sometimes as leader, in military actions against the Ottoman armed forces, culminating in the capture of Damascus in October 1918.After the First World War",summary,,Fine Arts,Career
T.E. Lawrence,1935,47,"During the years until 1935, T.E. Lawrence published T.E. Lawrence's best-known work Seven Pillars of Wisdom (1926), an autobiographical account of T.E. Lawrence's participation in the Arab Revolt.",summary,,Fine Arts,Career
T.E. Lawrence,1888,0,"T.E. Lawrence was born on 16 August 1888 in Tremadog, Carnarvonshire, Wales, in a house named Gorphwysfa, now known as Snowdon Lodge.",Early life,,Fine Arts,Personal Life
T.E. Lawrence,1910,22,"In 1910, T.E. Lawrence was offered the opportunity to become a practising archaeologist at Carchemish, in the expedition that D. G. Hogarth was setting up on behalf of the British Museum.","Travels, antiquities, and archaeology",,Fine Arts,Personal Life
T.E. Lawrence,1914,26,"Before the end of 1914, T.E. Lawrence was summoned by renowned archaeologist and historian Lieutenant Commander David Hogarth, T.E. Lawrence's mentor at Carchemish, to the new Arab Bureau intelligence unit in Cairo, and T.E. Lawrence arrived in Cairo on 15 December 1914.",Military intelligence,,Fine Arts,Career
T.E. Lawrence,1916,28,"In the spring of 1916, T.E. Lawrence was dispatched to Mesopotamia to assist in relieving the Siege of Kut by some combination of starting an Arab uprising and bribing Ottoman officials.",Military intelligence,,Fine Arts,Career
T.E. Lawrence,1916,28,"T.E. Lawrence began in June 1916, but T.E. Lawrence bogged down after a few successes, with a real risk that the Ottoman forces would advance along the coast of the Red Sea and recapture Mecca.",Arab Revolt,,Fine Arts,Career
T.E. Lawrence,1917,29,"T.E. Lawrence describes an episode on 20 November 1917 while reconnoitring Dera'a in disguise, when T.E. Lawrence was captured by the Ottoman military, beaten, and sexually assaulted by the local bey and the local bey's guardsmen, though T.E. Lawrence does not specify the nature of the sexual contact.",Arab Revolt,Dera'a,Fine Arts,Career
T.E. Lawrence,1922,34,"In fact, T.E. Lawrence describes (in the 1922 text) the local bey's head as shaven, with stubble standing up.",Arab Revolt,Dera'a,Fine Arts,Career
T.E. Lawrence,1923,35,"T.E. Lawrence left, but returned some time later with an the Royal Air Force messenger who carried a written order that recruiting officer Flying Officer W. E. Johns, later known as the author of the Biggles series of novels must accept T.E. Lawrence.However, T.E. Lawrence was forced out of the Royal Air Force in February 1923 after T.E. Lawrence's identity was exposed.",Post-war years,,Fine Arts,Personal Life
T.E. Lawrence,1928,40,"At the end of 1928, T.E. Lawrence was forced to return to Britain after rumours began to circulate that T.E. Lawrence was involved in espionage activities.T.E. Lawrence",Post-war years,,Fine Arts,Career
T.E. Lawrence,1935,47,"On 13 May 1935, T.E. Lawrence was fatally injured in an accident on his Brough Superior SS100 motorcycle in Dorset close to his cottage Clouds Hill, near Wareham, just two months after leaving military service.",Death,,Fine Arts,Personal Life
T.E. Lawrence,1919,31,"In 1919, T.E. Lawrence was elected to a seven-year research fellowship at All Souls College, Oxford, providing T.E. Lawrence with support while T.E. Lawrence worked on Seven Pillars of Wisdom, an account of his war experiences.",Writings,Seven Pillars of Wisdom,Fine Arts,Personal Life
T.E. Lawrence,1955,67,"In Richard Aldington and Lawrence of Arabia: A Cautionary Tale, Fred D. Crawford writes ""Much that shocked in 1955 is now standard knowledge â that T.E. Lawrence was illegitimate, that was profoundly troubled T.E. Lawrence, that T.E. Lawrence frequently resented T.E. Lawrence's mother's dominance, that such reminiscences as T.E. Lawrence by T.E. Lawrence's Friends are not reliable, that T.E. Lawrence's leg-pulling and other adolescent traits could be offensive, that T.E. Lawrence took liberties with the truth in T.E. Lawrence's official reports and Seven Pillars, that the significance of T.E. Lawrence's exploits during the Arab Revolt was more political than military, that T.E. Lawrence contributed to T.E. Lawrence's own myth, that when T.E. Lawrence vetted the books by Graves and Liddell Hart T.E. Lawrence let remain much that T.E. Lawrence knew was untrue, and that T.E. Lawrence's feelings about publicity were ambiguous.""This has not prevented most post-Richard Aldington biographers (including Fred D. Crawford) from expressing strong admiration for T.E. Lawrence's military, political, and writing achievements.",Aldington controversy,,Fine Arts,Career
T.E. Lawrence,1917,29,"T.E. Lawrence was appointed a Companion of the Order of the Bath on 7 August 1917, appointed a Companion of the Distinguished Service Order on 10 May 1918, awarded the Knight of the Legion of Honour (France) on 30 May 1916 and the Croix de guerre (France) on 16 April 1918.",Awards and commemorations,,Fine Arts,Personal Life
T.E. Lawrence,1916,28,"T.E. Lawrence was mentioned in despatches by Sir John Maxwell (General Officer Commanding, Egypt) on 16 March 1916, by Sir Percy Lake (Commanding Indian Expeditionary Force D) on 12 August 1916, and by Sir Reginald Wingate (General Officer Commanding, Hedjaz) on 27 December",Awards and commemorations,,Fine Arts,Personal Life
T.E. Lawrence,2002,114,"In 2002, T.E. Lawrence was named 53rd in the BBC's list of the 100 Greatest Britons following a UK-wide vote.",Awards and commemorations,,Fine Arts,Personal Life
T.E. Lawrence,2018,130,"In 2018, T.E. Lawrence was featured on a Â£5 coin (issued in silver and gold) in a six-coin set commemorating the Centenary of the First World War produced by the Royal Mint.",Awards and commemorations,,Fine Arts,Personal Life
Oprah Winfrey,1986,32,"Oprah Winfrey is best known for her talk show, The Oprah Winfrey Show, broadcast from Chicago, which ran in national syndication for 25 years, from 1986 to 2011.",summary,,Entertainment,Career
Oprah Winfrey,2007,53,"By 2007, Oprah Winfrey was often ranked as the most influential woman in the world's.[0",summary,,Entertainment,Personal Life
Oprah Winfrey,2008,54,"Oprah Winfrey also emerged as a political force in the 2008 presidential race, with Oprah Winfrey's endorsement of Barack Obama estimated to have been worth about one million votes during the 2008 Democratic primaries.",summary,,Entertainment,Personal Life
Oprah Winfrey,2013,59,"In 2013, Oprah Winfrey was awarded the Presidential Medal of Freedom by Barack Obama, and received honorary doctorate degrees from Duke and Harvard.",summary,,Entertainment,Personal Life
Oprah Winfrey,1994,40,"In 1994, Oprah Winfrey was inducted into the National Women's Hall of Fame.",summary,,Entertainment,Personal Life
Oprah Winfrey,2021,67,Oprah Winfrey was elected as a member of the American Academy of Arts and Sciences in 2021.,summary,,Entertainment,Personal Life
Oprah Winfrey,1954,0,"Oprah Winfrey was born on January 29, 1954; her first name was spelled Orpah on Oprah Winfrey's birth certificate after the biblical figure in the Book of Ruth, but people mispronounced her first name regularly and ""Oprah"" stuck.",Early life,,Entertainment,Career
Oprah Winfrey,1900,-54,"her maternal grandmother, Hattie Mae (Presley) Lee (April 15, 1900 â February 27, 1963) was so poor that Oprah Winfrey often wore dresses made of potato sacks, for which other children made fun of Oprah Winfrey.",Early life,,Entertainment,Career
Oprah Winfrey,1962,8,"By 1962, a teenaged mother, Vernita Lee was having difficulty raising both daughters, so Oprah Winfrey was temporarily sent to live with father Vernon Winfrey in Nashville, Tennessee.",Early life,,Entertainment,Career
Oprah Winfrey,1986,32,"has stated Oprah Winfrey was molested by Oprah Winfrey's cousin, uncle, and a family friend, starting when Oprah Winfrey was nine years old, something Oprah Winfrey first announced on a 1986 episode of Oprah Winfrey's TV show regarding sexual abuse.",Early life,,Entertainment,Career
Oprah Winfrey,1987,33,"However, Oprah Winfrey did not deliver Oprah Winfrey's final paper and receive Oprah Winfrey's degree until 1987, by which time Oprah Winfrey was a successful television personality.Oprah Winfrey",Early life,,Entertainment,Career
Oprah Winfrey,1977,23,"In 1977, Oprah Winfrey was removed as co-anchor and worked in lower profile positions at Baltimore's WJZ-TV.",Television,,Entertainment,Career
Oprah Winfrey,1978,24,"Oprah Winfrey was then recruited to join Richard Sher as co-host of Baltimore's WJZ-TV's local talk show People Are Talking, which premiered on August 14, 1978.",Television,,Entertainment,Career
Oprah Winfrey,1992,38,"Oprah Winfrey is also the president of Harpo Productions (Oprah spelled backwards), a film and TV production company behind WLS-TV's low-rated half-hour morning talk show, AM Chicago, Donahue, Rachael Ray, The Dr. Oz's Show and many others. Oprah Winfrey also moderated three ABC Afterschool Specials from 1992 to 1994.On January 15, 2008",Television,,Entertainment,Career
Oprah Winfrey,2002,48,"Similarly, in 2002, Oprah Winfrey purchased Oprah Winfrey's father's home in Franklin, Tennessee and a lakefront condo in Milwaukee, Wisconsin.",Personal life,Homes,Entertainment,Career
Oprah Winfrey,2008,54,"In 2008, Oprah Winfrey sold Oprah Winfrey's penthouse apartment in Atlanta, Georgia.",Personal life,Homes,Entertainment,Career
Oprah Winfrey,2000,46,"By 2000, with a net worth of $800Â million, Oprah Winfrey is believed to have been the richest African American of the 20th century.",Personal life,Personal wealth,Entertainment,Personal Life
Oprah Winfrey,2004,50,"Oprah Winfrey was called ""arguably the world's's most powerful woman"" by CNN and TIME, ""arguably the most influential woman in the world's"" by The American Spectator, ""one of the 100 people who most influenced the 20th Century"" and ""one of the most influential people"" from 2004 to 2011 by TIME. Oprah Winfrey is the only person to have appeared in the latter list on ten occasions.",Influence,Rankings,Entertainment,Personal Life
Oprah Winfrey,2005,51,"Forbes named Oprah Winfrey the world's most powerful celebrity in 2005, 2007, 2008, 2010, and 2013.As chairman of Harpo Inc., Oprah Winfrey was named the most powerful woman in entertainment by The Hollywood Reporter in 2008.",Influence,Rankings,Entertainment,Personal Life
Oprah Winfrey,2005,51,"""In 2005, Oprah Winfrey was named the greatest woman in American history as part of a public poll as part of The Greatest American.",Influence,Rankings,Entertainment,Personal Life
Oprah Winfrey,2007,53,Oprah Winfrey's highest rating came in 2007 when Oprah Winfrey was statistically tied with Hillary Clinton for first place.,Influence,Rankings,Entertainment,Personal Life
Oprah Winfrey,2010,56,"In a list compiled by the British magazine New Statesman in September 2010, Oprah Winfrey was voted 38th in the list of ""the world's's 50 Most Influential Figures 2010"".",Influence,Rankings,Entertainment,Personal Life
Oprah Winfrey,1989,35,"In 1989, Oprah Winfrey was accepted into the NAACP Image Award Hall of Fame.",Influence,Rankings,Entertainment,Personal Life
Oprah Winfrey,2000,46,"In 2000, Oprah Winfrey was awarded the Spingarn Medal from the NAACP.",Influence,Spiritual leadership,Entertainment,Personal Life
Oprah Winfrey,2002,48,"In 2002, Christianity Today published an article called ""The Church of O"" in which Christianity Today concluded that Oprah Winfrey had emerged as an influential spiritual leader.",Influence,Spiritual leadership,Entertainment,Personal Life
Oprah Winfrey,2012,58,"By 2012, Oprah Winfrey had given away about $400 million to educational causes.",Influence,Philanthropy,Entertainment,Personal Life
Oprah Winfrey,2012,58,"As of 2012, Oprah Winfrey had also given over 400 scholarships to Morehouse College in Atlanta, Georgia.",Influence,Philanthropy,Entertainment,Personal Life
Rupert Murdoch,2018,87,"Rupert Murdoch was also the owner of Sky News Australia (until 2018), 21st Century Fox (until 2019), and the now-defunct News of the World.",summary,,Business,Career
Rupert Murdoch,1931,0,"Rupert Murdoch was born on 11 March 1931 in Melbourne, the second of four children of Sir Keith Murdoch (1885â1952) and Dame Elisabeth (nÃ©eÂ Greene; 1909â2012).",Early life,,Business,Career
Rupert Murdoch,1885,-46,Rupert Murdoch worked part-time at the Melbourne Herald and was groomed by Sir Keith Murdoch (1885â1952) to take over the Herald and Weekly Times publishing company.,Early life,,Business,Career
Rupert Murdoch,1984,53,"In 1984, Rupert Murdoch was appointed Companion of the Order of Australia (AC) for services to publishing.",Activities in Australia and New Zealand,,Business,Career
